international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge
0,0,0.0,9.2,3.0,2.48,2,502.9,323.0,41.58
1,1,33.0,8.1,10.5,2.19,0,537.5,306.0,46.6
0,0,0.0,13.8,4.0,3.73,0,555.2,286.0,63.64
1,1,40.0,10.3,9.0,2.78,5,471.3,219.0,46.349999999999994
1,0,0.0,11.4,1.0,3.08,1,704.9,292.0,72.95
0,0,0.0,11.7,4.0,3.16,2,721.0,302.0,67.22999999999999
0,0,0.0,13.9,6.0,3.75,0,705.5,311.0,71.08
0,1,26.0,13.4,5.0,3.62,0,594.1,333.0,58.33
0,0,0.0,6.4,8.0,1.73,3,642.5,290.0,63.52
1,0,0.0,7.4,4.0,2.0,2,640.3,337.0,59.81
0,0,0.0,10.2,4.0,2.75,2,621.0,292.0,60.07
0,1,24.0,15.1,3.0,4.08,1,629.0,248.0,60.83
0,1,20.0,11.9,2.0,3.21,0,614.0,266.5,63.5
0,0,0.0,11.8,3.0,3.19,1,550.7,319.0,52.02
0,0,0.0,6.5,4.0,1.76,3,608.8,290.0,62.83
0,1,38.0,8.9,1.0,2.4,1,611.9,348.0,64.19
0,1,27.0,6.6,2.0,1.78,3,551.1,271.0,55.81
0,1,28.0,10.4,3.0,2.81,3,496.0,314.0,45.57
0,0,0.0,9.7,6.0,2.62,1,583.4,270.0,56.669999999999995
0,0,0.0,9.1,2.0,2.46,2,682.0999999999999,308.0,67.44
0,0,0.0,7.1,6.0,1.92,1,508.1,368.0,45.5
0,0,0.0,8.0,10.5,2.16,1,481.6,292.0,51.47
0,0,0.0,15.6,3.0,4.21,2,602.4000000000001,313.0,52.21
0,0,0.0,9.1,4.0,2.46,3,607.3,307.0,51.4
0,0,0.0,11.4,5.0,3.08,3,375.7,302.0,39.839999999999996
0,0,0.0,5.2,9.0,1.4,3,556.0,328.0,60.21
0,1,38.0,10.7,5.0,2.89,2,674.4,238.0,67.19
0,1,40.0,9.0,8.0,2.43,1,688.0,316.0,63.19
0,0,0.0,7.5,1.0,2.03,1,653.5124999999999,319.0,76.6875
0,0,0.0,8.9,8.0,2.4,3,716.0,228.0,74.49
0,0,0.0,10.3,5.0,2.78,1,612.3,318.0,68.32000000000001
0,0,0.0,8.3,6.0,2.24,1,569.8,282.0,56.43000000000001
0,0,0.0,8.7,3.0,2.35,0,649.1,308.0,60.83
0,0,0.0,8.8,5.0,2.38,2,528.9,308.0,54.720000000000006
0,1,34.0,6.3,10.5,1.7,1,457.90000000000003,330.0,49.81
0,0,0.0,6.5,5.0,1.76,1,482.5,304.0,44.5
0,0,0.0,8.3,2.0,2.24,0,542.7,348.0,59.03
0,0,0.0,7.3,6.0,1.97,1,478.1,283.0,50.279999999999994
0,0,0.0,3.25,0.0,0.8899999999999992,1,519.5,248.0,64.93
0,0,0.0,8.8,4.0,2.38,0,523.5,360.0,40.01
0,0,0.0,9.9,3.0,2.67,1,553.0,275.0,50.099999999999994
0,0,0.0,3.25,5.0,0.8899999999999992,0,666.6,254.0,66.42999999999999
0,1,24.0,9.0,4.0,2.43,1,539.6,276.0,50.72
0,0,0.0,12.5,4.0,3.38,3,671.9,297.0,63.32000000000001
0,0,0.0,11.4,2.0,3.08,2,384.6,314.0,32.629999999999995
0,0,0.0,9.9,2.0,2.67,0,657.3,396.0,74.63
0,0,0.0,13.6,4.0,3.67,1,806.0999999999999,270.0,80.8
0,0,0.0,13.2,4.0,3.56,1,587.2,398.0,66.29
0,0,0.0,9.3,2.0,2.51,3,531.5,298.0,49.37
0,1,19.0,7.5,2.0,2.03,1,736.9,340.0,78.62
0,0,0.0,7.5,4.0,2.03,1,504.4,286.0,57.029999999999994
0,0,0.0,12.4,2.0,3.35,1,601.4,285.0,60.96
0,0,0.0,9.8,3.0,2.65,2,434.4,309.0,44.64
0,0,0.0,9.8,2.0,2.65,2,471.6,280.0,38.06
0,1,24.0,13.0,9.0,3.51,2,451.90000000000003,271.0,41.059999999999995
0,0,0.0,10.4,9.0,2.81,1,567.3,280.0,57.41
0,0,0.0,10.6,5.0,2.86,3,787.4000000000001,277.0,72.68
0,0,0.0,12.3,5.0,3.32,0,587.0999999999999,345.0,56.36000000000001
0,0,0.0,15.8,6.0,4.27,1,521.7,302.0,56.74
0,1,28.0,14.7,6.0,3.97,1,636.3,272.0,63.93000000000001
0,0,0.0,12.0,2.0,3.24,0,591.4,297.0,58.26
0,0,0.0,13.3,4.0,3.59,0,641.8,321.0,54.28000000000001
0,1,40.0,8.1,3.0,2.19,3,512.1,337.0,46.79
0,1,19.0,10.1,6.0,2.73,0,746.4,311.0,83.5
0,0,0.0,12.8,4.0,3.46,1,653.6,297.0,61.08
0,0,0.0,8.7,3.0,2.35,4,596.4,276.0,59.900000000000006
0,0,0.0,6.8,3.0,1.84,1,541.3000000000001,304.0,48.99
0,1,22.0,8.6,5.0,2.32,2,549.1,316.0,55.870000000000005
0,0,0.0,9.6,4.0,2.59,0,614.5,339.0,50.55
0,0,0.0,9.5,10.5,2.57,1,520.7,287.0,53.39
0,1,39.0,4.8,4.0,1.3,2,500.9,296.0,40.9
0,0,0.0,5.2,3.0,1.4,2,596.7,223.0,60.900000000000006
0,0,0.0,14.0,6.0,3.78,0,494.79999999999995,297.0,52.64999999999999
0,0,0.0,8.5,4.0,2.3,1,498.7,359.0,50.36
0,0,0.0,9.0,3.0,2.43,5,584.0,336.0,51.120000000000005
0,0,0.0,12.5,8.0,3.38,2,719.5,319.0,69.49
0,0,0.0,10.4,5.0,2.81,1,677.2,358.0,63.96
0,0,0.0,11.6,8.0,3.13,3,544.6,322.0,56.269999999999996
0,0,0.0,11.9,8.0,3.21,0,468.0,320.0,47.82
0,0,0.0,6.9,6.0,1.86,3,625.8,302.0,54.58
0,1,35.0,10.1,4.0,2.73,2,550.5,323.0,55.07
0,1,22.0,10.2,6.0,2.75,1,585.4,285.0,54.06999999999999
0,0,0.0,13.0,3.0,3.51,0,505.7,259.0,40.22
0,0,0.0,13.8,2.0,3.73,1,652.7,334.0,57.42999999999999
0,1,31.0,12.2,8.0,3.29,3,422.5,317.0,41.629999999999995
0,0,0.0,12.3,3.0,3.32,0,689.7,296.0,67.53999999999999
0,0,0.0,11.1,2.0,3.0,0,585.0,279.0,58.26
0,1,34.0,14.8,4.0,4.0,2,596.6,280.0,49.269999999999996
0,0,0.0,6.3,4.0,1.7,3,461.79999999999995,292.0,50.519999999999996
0,0,0.0,5.7,7.0,1.54,1,599.8,289.0,57.940000000000005
0,0,0.0,9.0,2.0,2.43,0,573.8,319.0,49.88
0,0,0.0,10.4,5.0,2.81,1,613.8,284.0,72.52
0,0,0.0,10.7,9.0,2.89,1,481.0,317.0,48.35
0,0,0.0,10.8,2.0,2.92,0,601.5,277.0,63.99000000000001
0,0,0.0,9.5,4.0,2.57,0,525.7,248.0,50.169999999999995
0,0,0.0,7.3,5.0,1.97,1,451.29999999999995,321.0,43.43000000000001
0,1,23.0,14.3,3.0,3.86,0,560.7,311.0,55.400000000000006
0,0,0.0,3.25,0.0,0.8899999999999992,3,634.7,374.0,65.04
0,0,0.0,13.0,3.0,3.51,1,532.0,302.0,53.78
0,1,19.0,11.4,3.0,3.08,1,611.5,319.0,57.95
0,0,0.0,6.7,10.5,1.81,1,646.3,337.0,63.370000000000005
0,1,26.0,7.7,5.0,2.08,1,308.3125,326.0,31.35625
1,1,37.0,5.7,7.0,1.54,2,558.1,286.0,61.82
0,1,23.0,12.3,4.0,3.32,1,479.1,296.0,41.26
0,0,0.0,12.4,6.0,3.35,0,646.7,331.0,66.4
0,0,0.0,7.2,6.0,1.94,3,451.20000000000005,341.0,45.17
0,1,30.0,11.5,5.0,3.11,1,579.0,312.0,57.58
0,0,0.0,11.7,3.0,3.16,1,499.9,286.0,43.519999999999996
0,1,28.0,7.7,2.0,2.08,1,713.5999999999999,364.0,71.02999999999999
0,0,0.0,12.0,2.0,3.24,1,499.9,291.0,38.78
0,1,34.0,10.3,5.0,2.78,0,584.3,354.0,54.45
1,0,0.0,8.3,8.0,2.24,0,460.90000000000003,351.0,44.64
0,0,0.0,3.25,6.0,0.8899999999999992,1,612.5999999999999,306.0,60.14
1,0,0.0,7.8,3.0,2.11,0,497.3,309.0,45.709999999999994
0,0,0.0,9.0,7.0,2.43,0,463.79999999999995,332.0,40.55
0,0,0.0,6.2,6.0,1.67,3,663.9,298.0,69.47
0,0,0.0,14.2,2.0,3.83,2,523.2,290.0,45.53
0,0,0.0,10.6,8.0,2.86,0,498.29999999999995,219.0,57.87
0,0,0.0,13.1,4.0,3.54,0,588.3,326.0,60.279999999999994
0,0,0.0,10.8,6.0,2.92,0,591.7,290.0,51.12
0,0,0.0,14.0,4.0,3.78,0,630.5,290.0,61.0
1,0,0.0,11.1,2.0,3.0,1,506.8,287.0,48.02
0,0,0.0,14.0,9.0,3.78,2,741.9000000000001,302.0,78.67
0,0,0.0,11.0,4.0,2.97,1,522.6,320.0,54.089999999999996
0,0,0.0,9.8,5.0,2.65,1,575.8,324.0,58.410000000000004
0,1,21.0,3.25,0.0,0.8899999999999992,2,485.5,268.0,36.97
0,0,0.0,11.9,3.0,3.21,3,636.5999999999999,273.0,55.54
0,0,0.0,9.4,4.0,2.54,2,496.69999999999993,320.0,55.53
0,0,0.0,12.9,2.0,3.48,2,391.9125000000001,266.0,28.7475
0,0,0.0,10.2,10.5,2.75,1,537.7,309.0,49.83
0,1,31.0,9.7,4.0,2.62,5,669.5000000000001,331.0,74.19
0,0,0.0,14.9,3.0,4.02,1,555.4,358.0,51.529999999999994
0,0,0.0,12.3,2.0,3.32,5,529.0,299.0,48.92
0,1,33.0,11.2,5.0,3.02,3,642.3,379.0,66.07
0,1,21.0,8.6,4.0,2.32,0,498.0,286.0,55.449999999999996
0,0,0.0,14.4,2.0,3.89,3,618.7,331.0,70.86
0,0,0.0,6.6,5.0,1.78,2,625.5,335.0,56.8
0,1,27.0,7.1,5.0,1.92,3,545.2,377.0,54.59
0,0,0.0,9.4,3.0,2.54,2,608.0,267.0,62.709999999999994
0,0,0.0,5.9,3.0,1.59,6,604.8,276.0,59.17
1,0,0.0,10.1,3.0,2.73,1,643.5,246.0,65.34
0,0,0.0,8.7,3.0,2.35,3,706.0,229.0,68.8
0,0,0.0,4.4,4.0,1.19,1,583.2,344.0,65.41
0,0,0.0,11.0,5.0,2.97,1,564.5,318.0,56.33
0,0,0.0,5.4,1.0,1.46,0,670.9000000000001,274.0,72.37
1,1,23.0,9.5,5.0,2.57,4,693.8,364.0,64.44
0,0,0.0,10.3,7.0,2.78,2,569.9000000000001,275.0,53.349999999999994
0,0,0.0,7.4,5.0,2.0,1,450.09999999999997,327.0,37.57
0,0,0.0,8.0,5.0,2.16,2,561.5999999999999,322.0,46.32
0,1,26.0,8.1,2.0,2.19,1,554.4,337.0,59.980000000000004
1,1,34.0,11.4,3.0,3.08,0,617.9,247.0,68.22
0,0,0.0,8.4,4.0,2.27,1,712.1999999999999,226.0,76.4
0,1,26.0,8.3,3.0,2.24,2,550.3,285.0,43.49
0,0,0.0,14.1,3.0,3.81,2,591.1,239.0,55.28999999999999
0,0,0.0,6.9,2.0,1.86,1,512.1,337.0,59.220000000000006
0,1,21.0,9.6,4.0,2.59,0,541.5,269.0,56.660000000000004
0,0,0.0,11.4,5.0,3.08,0,381.95000000000005,277.0,39.435
0,0,0.0,12.2,8.0,3.29,1,588.0,262.0,53.150000000000006
0,1,29.0,15.7,1.0,4.24,3,655.7,303.0,65.25
1,0,0.0,6.8,3.0,1.84,3,474.1,270.0,48.58
0,0,0.0,5.4,8.0,1.46,3,672.1,310.0,64.00999999999999
1,0,0.0,17.25,3.0,4.65,3,535.8,263.0,49.66
0,0,0.0,10.2,2.0,2.75,2,555.8,327.0,54.77
0,0,0.0,11.1,1.0,3.0,1,513.0999999999999,316.0,46.6
0,0,0.0,7.8,5.0,2.11,3,698.4,324.0,61.05
0,1,34.0,10.9,5.0,2.94,0,494.1,369.0,46.09
1,0,0.0,8.6,2.0,2.32,2,494.50000000000006,302.0,50.24
1,0,0.0,3.25,0.0,0.8899999999999992,3,503.1,305.0,62.120000000000005
0,0,0.0,10.2,8.0,2.75,3,549.0999999999999,285.0,52.98
0,0,0.0,14.4,4.0,3.89,2,427.1,309.0,38.2
1,0,0.0,11.8,7.0,3.19,1,564.8,341.0,58.9
0,0,0.0,7.5,6.0,2.03,0,576.6,304.0,50.48
0,0,0.0,10.2,10.5,2.75,2,591.0,336.0,58.1
1,0,0.0,10.6,2.0,2.86,4,602.5,318.0,63.85999999999999
0,0,0.0,10.8,2.0,2.92,1,590.5,291.0,58.56999999999999
0,0,0.0,5.9,2.0,1.59,0,609.5,251.0,51.949999999999996
0,0,0.0,12.7,3.0,3.43,0,635.9,307.0,62.59
0,0,0.0,11.6,3.0,3.13,2,613.0999999999999,287.0,49.0
0,0,0.0,9.1,4.0,2.46,3,608.8,330.0,55.099999999999994
0,1,20.0,7.9,5.0,2.13,1,481.9,335.0,52.37
0,0,0.0,10.7,4.0,2.89,3,614.7,304.0,57.28
0,0,0.0,12.5,7.0,3.38,1,539.9000000000001,336.0,53.019999999999996
0,0,0.0,10.5,7.0,2.84,2,563.2,241.0,55.55
0,1,27.0,7.7,4.0,2.08,2,576.7,302.0,51.67
0,0,0.0,9.5,5.0,2.57,0,479.1,296.0,42.0
0,1,38.0,16.5,4.0,4.46,2,435.4,288.0,50.4
0,1,29.0,9.7,9.0,2.62,2,583.0,292.0,61.57
0,0,0.0,11.7,2.0,3.16,2,654.3,301.0,55.43
0,1,15.0,10.9,4.0,2.94,1,682.8,292.0,62.05
0,1,21.0,8.7,3.0,2.35,2,611.7,251.5,53.79
0,0,0.0,9.3,5.0,2.51,0,537.6,264.0,45.91
0,0,0.0,3.25,7.0,0.8899999999999992,2,559.1,332.0,51.22
1,0,0.0,6.8,4.0,1.84,0,649.0,363.0,68.48
0,0,0.0,8.2,3.0,2.21,3,660.4,340.0,61.28
0,1,34.0,12.5,4.0,3.38,4,565.5,312.0,57.239999999999995
0,0,0.0,10.9,7.0,2.94,0,587.5,298.0,54.540000000000006
0,0,0.0,13.7,2.0,3.7,5,674.4,294.0,72.62
1,0,0.0,8.3,1.0,2.24,2,560.4,348.0,51.28
0,1,25.0,10.2,6.0,2.75,2,502.3,276.0,46.849999999999994
0,0,0.0,6.0,4.0,1.62,0,657.4000000000001,281.0,61.57
0,1,36.0,9.9,6.0,2.67,2,650.8,286.0,57.43000000000001
0,0,0.0,11.6,10.0,3.13,2,494.0,282.0,43.7
0,0,0.0,10.2,3.0,2.75,3,602.5,333.0,59.26
0,0,0.0,8.7,3.0,2.35,3,602.7,309.0,59.89
1,0,0.0,10.2,2.0,2.75,2,521.5,318.0,54.07
0,0,0.0,6.9,10.5,1.86,1,615.0,372.0,65.86000000000001
0,0,0.0,9.2,5.0,2.48,3,597.1,332.0,61.61
0,0,0.0,7.7,5.0,2.08,1,656.4,210.0,67.75
0,0,0.0,15.1,4.0,4.08,2,525.9,304.0,52.19
0,0,0.0,11.2,5.0,3.02,3,579.3,325.0,55.59
0,0,0.0,8.5,6.0,2.3,1,587.4,311.0,55.69
1,0,0.0,13.3,9.0,3.59,1,850.4124999999999,236.0,88.9275
0,0,0.0,11.4,3.0,3.08,2,403.9,357.0,35.46
0,0,0.0,9.7,2.0,2.62,4,574.1,283.0,57.75
0,0,0.0,11.8,4.0,3.19,0,587.5,378.0,57.36
0,1,37.0,13.3,3.0,3.59,0,536.8,292.0,53.55
0,1,40.0,11.1,4.0,3.0,2,478.40000000000003,341.0,52.949999999999996
0,1,29.0,11.2,3.0,3.02,1,523.5,279.0,58.37
0,1,30.0,7.4,7.0,2.0,0,592.3,361.0,59.76
0,1,34.0,16.0,6.0,4.32,1,576.4000000000001,233.0,51.519999999999996
0,0,0.0,9.8,5.0,2.65,1,518.5999999999999,326.0,38.67
0,0,0.0,5.8,5.0,1.57,2,565.0,316.0,57.129999999999995
0,0,0.0,9.2,2.0,2.48,2,574.5,298.0,61.239999999999995
1,0,0.0,11.1,4.0,3.0,6,653.1,333.0,61.93000000000001
0,0,0.0,8.2,5.0,2.21,1,394.5,307.0,35.26
0,0,0.0,10.9,5.0,2.94,1,589.8,338.0,57.410000000000004
0,0,0.0,11.2,2.0,3.02,1,374.8,295.0,37.17
1,1,32.0,12.4,5.0,3.35,1,741.4,284.0,70.83
0,0,0.0,6.7,2.0,1.81,0,544.3000000000001,346.0,54.45
0,0,0.0,11.3,10.5,3.05,3,628.9,293.0,64.07000000000001
0,0,0.0,8.4,3.0,2.27,1,570.8,318.0,51.87
1,0,0.0,9.2,6.0,2.48,2,617.0,312.0,55.92
1,0,0.0,7.8,3.0,2.11,1,517.5,277.0,50.870000000000005
0,1,40.0,6.3,3.0,1.7,2,552.3,325.0,54.730000000000004
0,0,0.0,13.3,7.0,3.59,1,580.5,312.0,50.199999999999996
0,0,0.0,15.8,7.0,4.27,0,706.8124999999999,350.0,81.5875
0,0,0.0,8.8,9.0,2.38,1,486.90000000000003,279.0,48.730000000000004
0,0,0.0,14.4,2.0,3.89,2,529.4,317.0,46.83
0,0,0.0,11.7,4.0,3.16,2,588.6,359.0,55.81999999999999
0,0,0.0,6.0,6.0,1.62,4,529.6,268.0,56.07000000000001
0,0,0.0,10.7,5.0,2.89,1,539.8,292.0,60.35
0,0,0.0,3.25,2.0,0.8899999999999992,2,519.5,304.0,46.97
0,0,0.0,10.0,1.0,2.7,2,569.4,298.0,61.080000000000005
0,1,6.0,6.8,10.5,1.84,4,670.8,310.0,69.68
0,1,10.0,12.8,2.0,3.46,0,535.7,314.0,55.050000000000004
0,1,37.0,8.2,10.5,2.21,0,412.0,345.0,34.97
0,0,0.0,3.7,3.0,1.0,3,690.5999999999999,277.0,65.72
0,0,0.0,10.2,1.0,2.75,1,567.7,318.0,54.76
0,0,0.0,9.0,4.0,2.43,3,645.2,333.0,59.49
0,0,0.0,5.3,6.0,1.43,2,583.1,275.0,55.61
0,0,0.0,10.2,2.0,2.75,1,573.0999999999999,283.0,60.56
0,0,0.0,5.1,2.0,1.38,0,631.2,313.0,57.4
0,1,31.0,11.8,5.0,3.19,1,666.7,297.0,62.19
0,0,0.0,8.5,7.0,2.3,1,450.80000000000007,336.5,47.06
0,1,23.0,12.7,1.0,3.43,1,702.0,338.0,62.41
0,0,0.0,12.0,2.0,3.24,2,654.3,324.0,66.97
0,0,0.0,12.0,3.0,3.24,0,655.0,373.0,61.27
0,1,37.0,11.8,4.0,3.19,1,468.7,312.0,39.33
0,0,0.0,9.3,10.5,2.51,0,638.9,346.0,62.5
0,1,26.0,9.9,3.0,2.67,1,537.5,306.0,50.440000000000005
0,0,0.0,5.8,5.0,1.57,1,484.5,334.0,42.59
0,0,0.0,5.6,2.0,1.51,3,771.8,327.0,67.17
0,0,0.0,9.1,4.0,2.46,2,586.4,307.0,56.43
0,0,0.0,8.8,6.0,2.38,2,550.2,301.0,56.190000000000005
0,1,30.0,7.7,3.0,2.08,1,557.6,295.0,57.25
0,0,0.0,14.3,2.0,3.86,4,692.3,270.0,63.86
0,0,0.0,8.8,8.0,2.38,1,658.8000000000001,288.0,66.96000000000001
0,0,0.0,13.1,6.0,3.54,3,561.9000000000001,267.0,63.74
0,1,28.0,8.9,9.0,2.4,0,599.9,297.0,56.65
0,0,0.0,6.9,2.0,1.86,1,544.8,295.0,45.41
0,0,0.0,6.6,3.0,1.78,1,394.4,318.0,34.980000000000004
0,0,0.0,6.6,10.5,1.78,2,428.0,300.0,38.14
0,0,0.0,9.8,5.0,2.65,1,492.59999999999997,366.0,58.83
0,1,32.0,12.6,9.0,3.4,3,548.1,330.0,49.55
0,0,0.0,13.0,3.0,3.51,5,588.9000000000001,317.0,56.0
0,1,38.0,12.3,2.0,3.32,2,635.6,354.0,60.97
0,0,0.0,6.3,3.0,1.7,3,528.0,250.0,57.849999999999994
0,0,0.0,9.2,5.0,2.48,2,573.1,354.0,59.11
0,0,0.0,13.1,4.0,3.54,4,768.5,334.0,79.98
0,0,0.0,8.7,4.0,2.35,0,348.41249999999997,334.0,41.386250000000004
0,0,0.0,11.1,3.0,3.0,1,605.6,281.0,51.42
0,1,36.0,4.3,2.0,1.16,2,548.6,322.0,53.7
0,0,0.0,9.7,7.0,2.62,2,649.5,308.0,68.91999999999999
0,0,0.0,13.1,4.0,3.54,0,477.4,312.0,42.89
0,1,32.0,8.8,5.0,2.38,1,628.3,351.0,62.88
0,0,0.0,11.5,3.0,3.11,3,623.5,282.0,63.68000000000001
0,0,0.0,8.6,4.0,2.32,0,558.9,312.0,46.22
0,0,0.0,9.0,3.0,2.43,2,611.6,284.0,53.160000000000004
0,1,38.0,7.7,2.0,2.08,1,712.8,285.0,66.85
0,1,24.0,12.1,9.0,3.27,0,604.6,284.0,55.6
0,0,0.0,8.3,3.0,2.24,0,633.7,336.0,60.36
0,1,25.0,9.3,8.0,2.51,2,528.9000000000001,323.0,46.330000000000005
1,0,0.0,16.7,3.0,4.51,2,544.5,342.0,49.66
0,0,0.0,10.8,5.0,2.92,0,444.7,352.0,40.81
0,1,27.0,10.9,1.0,2.94,1,534.4,302.0,45.800000000000004
0,1,40.0,12.0,2.0,3.24,1,512.9000000000001,303.0,43.589999999999996
0,1,27.0,7.2,6.0,1.94,0,616.3,303.0,60.17
0,0,0.0,3.25,0.0,0.8899999999999992,2,456.29999999999995,345.0,37.82
0,1,37.0,8.3,2.0,2.24,1,604.0999999999999,309.0,57.260000000000005
0,0,0.0,11.1,8.0,3.0,4,589.5,308.0,55.31
0,1,40.0,9.8,6.0,2.65,2,507.4,293.0,52.36
0,0,0.0,10.2,2.0,2.75,1,618.9,268.0,61.07
0,0,0.0,9.7,1.0,2.62,2,478.9,292.0,48.23
0,0,0.0,7.9,9.0,2.13,1,550.5,269.0,47.230000000000004
0,1,32.0,11.3,10.5,3.05,1,520.5,329.0,48.800000000000004
0,0,0.0,14.8,9.0,4.0,0,697.8,256.0,63.709999999999994
0,0,0.0,12.4,10.5,3.35,1,578.0999999999999,290.0,58.06999999999999
0,0,0.0,10.0,2.0,2.7,2,563.0999999999999,257.0,52.35000000000001
0,0,0.0,10.3,1.0,2.78,3,785.5,293.0,80.56
0,0,0.0,13.1,1.0,3.54,2,624.8,278.0,58.26
1,1,30.0,11.1,3.0,3.0,1,562.2,308.0,53.339999999999996
0,1,23.0,8.7,5.0,2.35,1,528.8,250.0,53.6
0,0,0.0,9.2,2.0,2.48,0,647.7,271.0,68.09
0,0,0.0,12.7,7.0,3.43,2,497.4,289.0,53.71
0,1,29.0,15.0,5.0,4.05,1,617.6,328.0,63.42999999999999
0,0,0.0,9.5,5.0,2.57,3,580.0,318.0,50.03
0,1,38.0,9.5,10.0,2.57,2,643.6,239.0,66.44
0,1,28.0,9.4,6.0,2.54,4,709.1,279.0,70.88
1,0,0.0,7.0,2.0,1.89,1,680.1,332.0,57.9
0,0,0.0,13.0,5.0,3.51,1,680.2,320.0,65.2
0,0,0.0,9.6,2.0,2.59,1,489.99999999999994,316.0,40.36
0,0,0.0,8.3,3.0,2.24,0,654.3,314.0,57.879999999999995
0,0,0.0,11.4,3.0,3.08,2,622.3,291.0,60.13
0,0,0.0,11.2,6.0,3.02,1,546.6,341.0,58.980000000000004
0,0,0.0,12.7,4.0,3.43,4,486.9,344.0,42.7
0,0,0.0,10.6,2.0,2.86,0,758.5,237.0,77.1
0,0,0.0,16.2,2.0,4.37,0,536.9,397.0,58.239999999999995
0,1,29.0,12.9,3.0,3.48,1,693.6,303.0,66.87
0,0,0.0,8.9,5.0,2.4,1,587.4,258.0,60.010000000000005
0,0,0.0,4.5,5.0,1.22,2,553.9,305.0,60.800000000000004
0,0,0.0,12.6,4.0,3.4,3,608.1,235.0,54.58
0,0,0.0,10.5,3.0,2.84,4,645.8,328.0,58.12
0,0,0.0,6.9,5.0,1.86,0,434.79999999999995,280.0,44.78
0,0,0.0,3.25,10.5,0.8899999999999992,1,589.6,260.0,59.89
0,0,0.0,11.1,2.0,3.0,1,615.4,280.0,60.089999999999996
0,0,0.0,11.8,4.0,3.19,2,503.6,296.0,55.88
0,1,39.0,13.0,4.0,3.51,1,481.3,319.0,46.809999999999995
0,1,29.0,11.1,5.0,3.0,2,557.4,339.0,57.06
0,0,0.0,10.7,7.0,2.89,4,655.3,303.0,67.07
0,0,0.0,10.4,8.0,2.81,8,540.9,355.0,49.92
0,0,0.0,10.8,1.0,2.92,2,647.2,351.0,67.09
0,1,15.0,6.4,3.0,1.73,1,471.29999999999995,336.0,43.76
0,0,0.0,6.6,4.0,1.78,0,651.1,295.0,66.09
0,1,33.0,16.0,3.0,4.32,0,592.5,366.0,49.13999999999999
0,1,20.0,8.7,2.0,2.35,5,590.8,239.0,52.78
0,1,25.0,13.4,6.0,3.62,2,582.7,332.0,56.57000000000001
0,0,0.0,9.8,4.0,2.65,0,579.4,335.0,49.06
0,0,0.0,8.1,1.0,2.19,2,462.4,343.5,52.33
1,1,39.0,8.4,4.0,2.27,0,594.5,300.0,54.349999999999994
0,1,24.0,10.1,6.0,2.73,1,447.6,230.0,43.769999999999996
0,0,0.0,6.7,8.0,1.81,0,707.0999999999999,331.0,80.99
0,1,19.0,10.0,6.0,2.7,1,617.2,333.0,58.550000000000004
0,1,30.0,9.6,2.0,2.59,2,555.9,328.0,49.72
0,0,0.0,7.3,2.0,1.97,0,437.7,263.0,46.64
0,0,0.0,6.3,2.0,1.7,0,572.3,230.0,62.11
1,0,0.0,8.9,8.0,2.4,1,524.8,281.0,39.599999999999994
0,0,0.0,12.6,4.0,3.4,2,711.8,342.0,72.46000000000001
1,0,0.0,8.7,4.0,2.35,1,552.6,285.0,57.0
0,0,0.0,7.2,4.0,1.94,2,594.5,297.0,56.580000000000005
0,1,27.0,9.4,4.0,2.54,1,672.5999999999999,256.0,66.16
0,0,0.0,10.7,5.0,2.89,0,574.4,295.0,59.629999999999995
0,0,0.0,11.4,8.0,3.08,2,520.5,323.0,45.040000000000006
0,0,0.0,11.8,5.0,3.19,0,479.8,281.0,49.28
0,0,0.0,8.5,5.0,2.3,2,594.2,262.0,58.4
0,0,0.0,9.1,10.0,2.46,1,606.0,317.0,60.0
0,0,0.0,7.9,4.0,2.13,2,541.2,295.0,51.49
0,0,0.0,7.7,3.0,2.08,1,515.6,308.0,47.24
0,1,38.0,13.1,3.0,3.54,3,646.2124999999999,360.0,55.39625
0,1,23.0,7.8,6.0,2.11,0,628.4,317.0,61.89
0,0,0.0,12.8,4.0,3.46,1,433.1,281.0,50.059999999999995
0,0,0.0,9.7,3.0,2.62,1,612.5,345.0,65.7
0,0,0.0,11.0,10.0,2.97,2,744.4000000000001,236.0,81.11
0,0,0.0,9.1,4.0,2.46,1,510.8,326.0,41.47
0,0,0.0,14.1,9.0,3.81,1,544.4,272.0,54.99
0,1,12.0,16.6,2.0,4.48,1,545.2,334.5,49.019999999999996
0,0,0.0,13.8,3.0,3.73,1,673.2,300.0,61.949999999999996
0,0,0.0,11.1,6.0,3.0,3,497.5,288.0,46.709999999999994
0,0,0.0,11.1,3.0,3.0,3,681.0,337.0,69.7
0,1,30.0,14.7,5.0,3.97,1,690.5,265.0,64.79
0,0,0.0,11.3,3.0,3.05,3,517.6,325.0,52.67
1,0,0.0,9.0,5.0,2.43,1,646.5999999999999,362.0,60.35
0,1,31.0,9.4,6.0,2.54,0,471.6,338.0,53.910000000000004
0,0,0.0,10.0,10.5,2.7,2,520.8,311.0,54.269999999999996
0,1,19.0,7.3,4.0,1.97,2,493.0,301.0,42.07000000000001
0,0,0.0,12.6,7.0,3.4,3,511.0,317.0,55.34
